REG_ANS,PERIODO,ANO,TRIMESTRE,porte,MLL,ROE,ROA,DM,DA,DC,DOP,IRF,LC,CT/CP,PMRC,PMPE,Lastro P T
340251,201504,2015,4,Pequeno Porte,         0.22,         0.33,         0.10,         0.97,         0.22,         0.00,         1.16,         0.10,         1.39,         2.28,        20.03,        87.28,         0.72
340952,201501,2015,1,Médio Porte,         0.10,         0.28,         0.04,         1.24,         0.12,         0.00,         1.28,         0.00,         1.27,         5.17,        52.84,        84.49,         0.89
340952,201502,2015,2,Médio Porte,        -0.02,        -0.05,        -0.01,         1.42,         0.13,         0.00,         1.41,         0.00,         1.21,         4.94,        57.73,       114.18,         0.66
340952,201503,2015,3,Médio Porte,         0.02,         0.04,         0.01,         1.44,         0.11,         0.00,         1.41,         0.01,         1.19,         4.77,        58.94,       111.72,         0.51
340952,201504,2015,4,Médio Porte,        -0.14,        -0.31,        -0.05,         1.52,         0.12,         0.00,         1.47,        -0.01,         1.11,         4.65,        78.69,       105.95,         0.51
341819,201501,2015,1,Pequeno Porte,         0.26,         0.43,         0.13,         1.07,         0.40,         0.00,         1.45,         0.10,         1.69,         2.44,       109.87,       289.89,         0.71
341819,201502,2015,2,Pequeno Porte,         0.11,         0.14,         0.05,         1.37,         0.35,         0.00,         1.65,        -0.06,         2.10,         1.64,       179.29,       157.52,         1.15
341819,201503,2015,3,Pequeno Porte,        -0.00,        -0.01,        -0.00,         1.35,         0.33,         0.00,         1.56,         0.02,         2.09,         1.66,       159.23,       159.20,         1.22
341819,201504,2015,4,Pequeno Porte,         0.04,         0.05,         0.02,         1.27,         0.43,         0.00,         1.62,         0.03,         2.19,         1.50,       130.71,       170.19,         1.22
342084,201501,2015,1,Grande Porte,         0.03,         0.07,         0.02,         1.17,         0.11,         0.01,         1.23,         0.01,         1.34,         2.46,        64.04,        88.12,         0.62
342084,201502,2015,2,Grande Porte,         0.01,         0.02,         0.01,         1.23,         0.10,         0.01,         1.27,         0.02,         1.33,         2.41,        74.46,        87.12,         0.60
342084,201503,2015,3,Grande Porte,         0.00,         0.01,         0.00,         1.22,         0.11,         0.01,         1.27,         0.02,         1.32,         2.27,        43.76,        83.01,         0.61
342084,201504,2015,4,Grande Porte,         0.05,         0.09,         0.03,         1.20,         0.11,         0.01,         1.26,        -0.01,         1.40,         1.87,        41.05,        63.18,         0.71
342131,201501,2015,1,Pequeno Porte,         0.13,         0.18,         0.04,         1.00,         0.25,         0.01,         1.25,        -0.00,         2.08,         2.90,        57.17,       166.82,         0.38
342131,201502,2015,2,Pequeno Porte,         0.16,         0.22,         0.05,         1.01,         0.25,         0.01,         1.25,         0.10,         2.13,         2.98,        51.26,       130.94,         0.43
342131,201503,2015,3,Pequeno Porte,         0.06,         0.08,         0.02,         1.04,         0.22,         0.01,         1.25,         0.02,         1.98,         3.11,        52.75,       125.23,         0.42
342131,201504,2015,4,Pequeno Porte,         0.37,         0.29,         0.12,         1.12,         0.36,         0.01,         1.47,         0.07,         2.05,         1.44,        57.02,       101.26,         0.43
342157,201501,2015,1,Pequeno Porte,         0.36,         0.20,         0.09,         1.01,         0.26,         0.00,         1.25,         0.02,         1.56,         1.01,       235.77,        89.97,         0.66
342157,201502,2015,2,Pequeno Porte,         0.07,         0.04,         0.02,         1.09,         0.27,         0.00,         1.33,         0.02,         1.51,         1.15,       272.26,       125.50,         0.53
342157,201503,2015,3,Pequeno Porte,         0.05,         0.03,         0.01,         1.11,         0.25,         0.00,         1.31,         0.03,         1.51,         1.07,       268.38,        74.92,         0.67
342157,201504,2015,4,Pequeno Porte,        -0.26,        -0.14,        -0.07,         1.73,         0.30,         0.00,         1.56,         0.05,         1.37,         1.07,       317.19,        44.92,         0.70
342343,201501,2015,1,Médio Porte,         0.03,         0.02,         0.01,         1.77,         0.16,         0.01,         1.56,        -0.02,         1.16,         3.09,       111.30,        47.49,         0.96
342343,201502,2015,2,Médio Porte,        -0.20,        -0.22,        -0.04,         2.04,         0.18,         0.01,         1.67,        -0.04,         0.96,         3.85,       106.99,        46.98,         0.94
342343,201503,2015,3,Médio Porte,         0.02,         0.02,         0.00,         2.00,         0.16,         0.01,         1.61,        -0.05,         0.90,         3.73,       116.89,        36.05,         0.75
342343,201504,2015,4,Médio Porte,        -0.03,        -0.04,        -0.01,         1.97,         0.16,         0.01,         1.60,        -0.05,         0.93,         4.18,       134.17,        43.35,         0.71
342386,201501,2015,1,Pequeno Porte,         0.05,         0.05,         0.02,         1.13,         0.30,         0.00,         1.39,         0.03,         1.16,         1.85,        52.14,       102.35,         0.64
342386,201502,2015,2,Pequeno Porte,        -0.02,        -0.01,        -0.00,         1.19,         0.32,         0.00,         1.46,         0.04,         1.19,         2.04,        42.11,       107.91,         0.63
342386,201503,2015,3,Pequeno Porte,         0.01,         0.01,         0.00,         1.16,         0.26,         0.00,         1.38,         0.04,         1.39,         1.92,        28.97,       102.67,         0.67
342386,201504,2015,4,Pequeno Porte,        -0.01,        -0.01,        -0.00,         1.16,         0.28,         0.00,         1.39,         0.04,         1.45,         1.89,        34.94,        99.51,         0.70
343153,201501,2015,1,Pequeno Porte,         0.10,         0.06,         0.03,         1.03,         0.18,         0.00,         1.20,        -0.00,         1.31,         0.90,       127.90,       133.00,         0.77
343153,201502,2015,2,Pequeno Porte,        -0.03,        -0.01,        -0.01,         1.21,         0.25,         0.00,         1.45,         0.02,         1.23,         1.02,       138.32,       127.56,         0.72
343153,201503,2015,3,Pequeno Porte,         0.00,         0.00,         0.00,         1.14,         0.23,         0.00,         1.34,         0.02,         1.21,         1.01,       137.04,       155.52,         0.67
343153,201504,2015,4,Pequeno Porte,         0.14,         0.09,         0.05,         1.15,         0.16,         0.00,         1.28,         0.09,         1.41,         0.99,       125.03,        98.48,         0.81
343269,201501,2015,1,Grande Porte,         0.06,         0.08,         0.02,         1.05,         0.10,         0.01,         1.15,         0.04,         1.79,         2.80,        44.74,       115.45,         0.71
343269,201502,2015,2,Grande Porte,         0.06,         0.08,         0.02,         1.08,         0.10,         0.01,         1.16,         0.04,         1.78,         2.83,        52.84,       111.98,         0.71
343269,201503,2015,3,Grande Porte,        -0.01,        -0.02,        -0.00,         1.15,         0.11,         0.01,         1.24,         0.05,         2.02,         2.56,        53.63,        61.14,         0.92
343269,201504,2015,4,Grande Porte,        -0.00,        -0.00,        -0.00,         1.13,         0.12,         0.01,         1.23,        -0.02,         2.08,         2.48,        54.45,        53.03,         0.95
343684,201501,2015,1,Pequeno Porte,         0.08,         0.04,         0.02,         1.11,         0.18,         0.00,         1.24,         0.05,         3.03,         1.66,        34.37,       139.23,         0.59
343684,201502,2015,2,Pequeno Porte,         0.08,         0.04,         0.01,         1.21,         0.20,         0.00,         1.34,         0.08,         2.89,         1.67,        43.33,       118.03,         0.61
343684,201503,2015,3,Pequeno Porte,         0.08,         0.04,         0.02,         1.16,         0.21,         0.00,         1.31,         0.07,         2.77,         1.89,        33.49,       114.39,         0.67
343684,201504,2015,4,Pequeno Porte,        -0.06,        -0.03,        -0.01,         1.31,         0.22,         0.00,         1.43,        -0.04,         3.55,         1.77,        38.23,        90.97,         0.73
343722,201501,2015,1,Pequeno Porte,         0.47,         0.21,         0.08,         1.08,         0.48,         0.01,         1.51,         0.04,         3.52,         1.47,        30.12,        85.42,         0.98
343722,201502,2015,2,Pequeno Porte,        -0.71,        -0.44,        -0.13,         1.78,         0.48,         0.00,         2.13,         0.05,         2.14,         2.46,        29.94,        94.96,         0.75
343722,201503,2015,3,Pequeno Porte,         0.21,         0.12,         0.04,         1.38,         0.48,         0.01,         1.77,         0.06,         2.59,         1.97,        43.38,        85.65,         0.91
